Meadow,Site,Elevation,Species1,Species2,Schoener
n,4,1420,Polygonum aviculare,ZDensityHymenopteraTOTAL,
n,4,1420,Primula veris,ZDensityHymenopteraTOTAL,
n,4,1420,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Reseda lutea,ZDensityHymenopteraTOTAL,
n,4,1420,Rhinanthus minor,ZDensityHymenopteraTOTAL,
n,4,1420,Rosa sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Rumex sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Sambucus sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Sanguisorba minor,ZDensityHymenopteraTOTAL,
n,4,1420,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
n,4,1420,Sedum album,ZDensityHymenopteraTOTAL,
n,4,1420,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
n,4,1420,Senecio sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Silene dioica,ZDensityHymenopteraTOTAL,
n,4,1420,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
n,4,1420,Solidago virgaurea,ZDensityHymenopteraTOTAL,
n,4,1420,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
n,4,1420,Stachys officinalis,ZDensityHymenopteraTOTAL,
n,4,1420,Stachys recta,ZDensityHymenopteraTOTAL,
n,4,1420,Taraxacum sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Thesium sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
n,4,1420,Trifolium badium,ZDensityHymenopteraTOTAL,
n,4,1420,Trifolium campestre,ZDensityHymenopteraTOTAL,
n,4,1420,Trolleis europaeus,ZDensityHymenopteraTOTAL,
n,4,1420,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
n,4,1420,Valeriana,ZDensityHymenopteraTOTAL,
n,4,1420,Verbena officinalis,ZDensityHymenopteraTOTAL,
n,4,1420,Veronica chamaedris,ZDensityHymenopteraTOTAL,
n,4,1420,Veronica sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Veronica spicata,ZDensityHymenopteraTOTAL,
n,4,1420,Veronica teucrium,ZDensityHymenopteraTOTAL,
n,4,1420,Vicia cracca,ZDensityHymenopteraTOTAL,
n,4,1420,Vicia sepium,ZDensityHymenopteraTOTAL,
n,4,1420,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
n,5,1398.6,Aconitum anthora,ZDensityHymenopteraTOTAL,
n,5,1398.6,Aconitum napellus,ZDensityHymenopteraTOTAL,
n,5,1398.6,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
n,5,1398.6,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
n,5,1398.6,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
n,5,1398.6,Anthericum ramosum,ZDensityHymenopteraTOTAL,
n,5,1398.6,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,
n,5,1398.6,Apiaceae sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Arnica montana,ZDensityHymenopteraTOTAL,
n,5,1398.6,Aster amellus,ZDensityHymenopteraTOTAL,
n,5,1398.6,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
n,5,1398.6,Atroba belladonna,ZDensityHymenopteraTOTAL,
n,5,1398.6,Bistorta vivipara,ZDensityHymenopteraTOTAL,
n,5,1398.6,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
n,5,1398.6,Campanula glomerata,ZDensityHymenopteraTOTAL,
n,5,1398.6,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
n,5,1398.6,Carlina vulgaris,ZDensityHymenopteraTOTAL,
n,5,1398.6,Centaurium sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
n,5,1398.6,Chenopodium sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Cichorium intybus,ZDensityHymenopteraTOTAL,
n,5,1398.6,Coeglossum viride,ZDensityHymenopteraTOTAL,
n,5,1398.6,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Conyza sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Crepis sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Crepis sp# 2,ZDensityHymenopteraTOTAL,
n,5,1398.6,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
n,5,1398.6,Dianthus sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
n,5,1398.6,Gentiana sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Geranium pusillum,ZDensityHymenopteraTOTAL,
n,5,1398.6,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
n,5,1398.6,Geranium sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
n,5,1398.6,Lamium album,ZDensityHymenopteraTOTAL,
n,5,1398.6,Lathyrus pratensis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Lathyrus sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
n,5,1398.6,Lotus maritimus,ZDensityHymenopteraTOTAL,
n,5,1398.6,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
n,5,1398.6,Malva neglecta,ZDensityHymenopteraTOTAL,
n,5,1398.6,Medicago minima,ZDensityHymenopteraTOTAL,
n,5,1398.6,Medicago sativa,ZDensityHymenopteraTOTAL,
n,5,1398.6,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
n,5,1398.6,Mycelis muralis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Myosotes sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Odontites luteus,ZDensityHymenopteraTOTAL,
n,5,1398.6,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
n,5,1398.6,Ophrus apifera,ZDensityHymenopteraTOTAL,
n,5,1398.6,Ophrus insectifera,ZDensityHymenopteraTOTAL,
n,5,1398.6,Orchis mascula,ZDensityHymenopteraTOTAL,
n,5,1398.6,Origanum vulgare,ZDensityHymenopteraTOTAL,
n,5,1398.6,Parnassia palustris,ZDensityHymenopteraTOTAL,
n,5,1398.6,Pastinaca sativa,ZDensityHymenopteraTOTAL,
n,5,1398.6,Peucedanum sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Pimpinella sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Plantago major,ZDensityHymenopteraTOTAL,
n,5,1398.6,Planthera bifolia,ZDensityHymenopteraTOTAL,
n,5,1398.6,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
n,5,1398.6,Polygala vulgaris,ZDensityHymenopteraTOTAL,
n,5,1398.6,Polygonum aviculare,ZDensityHymenopteraTOTAL,
n,5,1398.6,Primula veris,ZDensityHymenopteraTOTAL,
n,5,1398.6,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Rhinanthus minor,ZDensityHymenopteraTOTAL,
n,5,1398.6,Rosa sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Rubus sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Rumex sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Sambucus sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Sanguisorba minor,ZDensityHymenopteraTOTAL,
n,5,1398.6,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
n,5,1398.6,Senecio sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Silene dioica,ZDensityHymenopteraTOTAL,
n,5,1398.6,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
n,5,1398.6,Solidago virgaurea,ZDensityHymenopteraTOTAL,
n,5,1398.6,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Stachys officinalis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Stachys recta,ZDensityHymenopteraTOTAL,
n,5,1398.6,Thesium sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Trifolium badium,ZDensityHymenopteraTOTAL,
n,5,1398.6,Trifolium campestre,ZDensityHymenopteraTOTAL,
n,5,1398.6,Trolleis europaeus,ZDensityHymenopteraTOTAL,
n,5,1398.6,Urtica dioica,ZDensityHymenopteraTOTAL,
n,5,1398.6,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
n,5,1398.6,Verbena officinalis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Veronica officinalis,ZDensityHymenopteraTOTAL,
n,5,1398.6,Veronica sp#,ZDensityHymenopteraTOTAL,
n,5,1398.6,Veronica spicata,ZDensityHymenopteraTOTAL,
n,5,1398.6,Veronica teucrium,ZDensityHymenopteraTOTAL,
n,5,1398.6,Vicia cracca,ZDensityHymenopteraTOTAL,
n,5,1398.6,Vicia sepium,ZDensityHymenopteraTOTAL,
n,5,1398.6,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
n,5,1398.6,Viola sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Aconitum anthora,ZDensityHymenopteraTOTAL,
o,3,1612.7,Aconitum napellus,ZDensityHymenopteraTOTAL,
o,3,1612.7,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
o,3,1612.7,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Ajuga reptans,ZDensityHymenopteraTOTAL,
o,3,1612.7,Allium carinatum,ZDensityHymenopteraTOTAL,
o,3,1612.7,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
o,3,1612.7,Anthericum ramosum,ZDensityHymenopteraTOTAL,
o,3,1612.7,Apiaceae sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Arnica montana,ZDensityHymenopteraTOTAL,
o,3,1612.7,Asperula cynanchica,ZDensityHymenopteraTOTAL,
o,3,1612.7,Aster amellus,ZDensityHymenopteraTOTAL,
o,3,1612.7,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
o,3,1612.7,Atroba belladonna,ZDensityHymenopteraTOTAL,
o,3,1612.7,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
o,3,1612.7,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
o,3,1612.7,Carduus nutans,ZDensityHymenopteraTOTAL,
o,3,1612.7,Carlina vulgaris,ZDensityHymenopteraTOTAL,
o,3,1612.7,Centaurium sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Chenopodium sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Cichorium intybus,ZDensityHymenopteraTOTAL,
o,3,1612.7,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Conyza sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Crepis sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Crepis sp# 2,ZDensityHymenopteraTOTAL,
o,3,1612.7,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
o,3,1612.7,Daucus carota,ZDensityHymenopteraTOTAL,
o,3,1612.7,Dianthus sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Echium vulgare,ZDensityHymenopteraTOTAL,
o,3,1612.7,Epilobium sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Gentiana sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Gentiana verna,ZDensityHymenopteraTOTAL,
o,3,1612.7,Geranium pusillum,ZDensityHymenopteraTOTAL,
o,3,1612.7,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
o,3,1612.7,Geranium sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Globularia cardiflora,ZDensityHymenopteraTOTAL,
o,3,1612.7,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Lamium album,ZDensityHymenopteraTOTAL,
o,3,1612.7,Lathyrus sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
o,3,1612.7,Lotus maritimus,ZDensityHymenopteraTOTAL,
o,3,1612.7,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
o,3,1612.7,Malva neglecta,ZDensityHymenopteraTOTAL,
o,3,1612.7,Medicago minima,ZDensityHymenopteraTOTAL,
o,3,1612.7,Medicago sativa,ZDensityHymenopteraTOTAL,
o,3,1612.7,Mycelis muralis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Myosotes sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Odontites luteus,ZDensityHymenopteraTOTAL,
o,3,1612.7,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
o,3,1612.7,Ononis spinosa,ZDensityHymenopteraTOTAL,
o,3,1612.7,Ophrus apifera,ZDensityHymenopteraTOTAL,
o,3,1612.7,Ophrus insectifera,ZDensityHymenopteraTOTAL,
o,3,1612.7,Origanum vulgare,ZDensityHymenopteraTOTAL,
o,3,1612.7,Parnassia palustris,ZDensityHymenopteraTOTAL,
o,3,1612.7,Pastinaca sativa,ZDensityHymenopteraTOTAL,
o,3,1612.7,Plantago major,ZDensityHymenopteraTOTAL,
o,3,1612.7,Planthera bifolia,ZDensityHymenopteraTOTAL,
o,3,1612.7,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
o,3,1612.7,Polygala comosa,ZDensityHymenopteraTOTAL,
o,3,1612.7,Polygala vulgaris,ZDensityHymenopteraTOTAL,
o,3,1612.7,Polygonum aviculare,ZDensityHymenopteraTOTAL,
o,3,1612.7,Primula veris,ZDensityHymenopteraTOTAL,
o,3,1612.7,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Reseda lutea,ZDensityHymenopteraTOTAL,
o,3,1612.7,Rhinanthus minor,ZDensityHymenopteraTOTAL,
o,3,1612.7,Rosa sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Rubus sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Rumex sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Salvia pratensis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Sambucus sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
o,3,1612.7,Sedum album,ZDensityHymenopteraTOTAL,
o,3,1612.7,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
o,3,1612.7,Senecio sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Silene dioica,ZDensityHymenopteraTOTAL,
o,3,1612.7,Silene nutans,ZDensityHymenopteraTOTAL,
o,3,1612.7,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
o,3,1612.7,Solanum dulgamara,ZDensityHymenopteraTOTAL,
o,3,1612.7,Solidago virgaurea,ZDensityHymenopteraTOTAL,
o,3,1612.7,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Stachys officinalis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Stachys recta,ZDensityHymenopteraTOTAL,
o,3,1612.7,Taraxacum sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Teurium montanum,ZDensityHymenopteraTOTAL,
o,3,1612.7,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Trifolium campestre,ZDensityHymenopteraTOTAL,
o,3,1612.7,Urtica dioica,ZDensityHymenopteraTOTAL,
o,3,1612.7,Valeriana,ZDensityHymenopteraTOTAL,
o,3,1612.7,Verbena officinalis,ZDensityHymenopteraTOTAL,
o,3,1612.7,Veronica sp#,ZDensityHymenopteraTOTAL,
o,3,1612.7,Veronica spicata,ZDensityHymenopteraTOTAL,
o,3,1612.7,Veronica teucrium,ZDensityHymenopteraTOTAL,
o,3,1612.7,Vicia cracca,ZDensityHymenopteraTOTAL,
o,3,1612.7,Vicia sepium,ZDensityHymenopteraTOTAL,
o,3,1612.7,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
o,4,1576.2,Aconitum anthora,ZDensityHymenopteraTOTAL,
o,4,1576.2,Aconitum napellus,ZDensityHymenopteraTOTAL,
o,4,1576.2,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
o,4,1576.2,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Allium carinatum,ZDensityHymenopteraTOTAL,
o,4,1576.2,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
o,4,1576.2,Anthericum ramosum,ZDensityHymenopteraTOTAL,
o,4,1576.2,Apiaceae sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Aster amellus,ZDensityHymenopteraTOTAL,
o,4,1576.2,Atroba belladonna,ZDensityHymenopteraTOTAL,
o,4,1576.2,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
o,4,1576.2,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
o,4,1576.2,Carduus nutans,ZDensityHymenopteraTOTAL,
o,4,1576.2,Carlina vulgaris,ZDensityHymenopteraTOTAL,
o,4,1576.2,Centaurium sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Chenopodium sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Cichorium intybus,ZDensityHymenopteraTOTAL,
o,4,1576.2,Coeglossum viride,ZDensityHymenopteraTOTAL,
o,4,1576.2,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Conyza sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Crepis sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Crepis sp# 2,ZDensityHymenopteraTOTAL,
o,4,1576.2,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
o,4,1576.2,Daucus carota,ZDensityHymenopteraTOTAL,
o,4,1576.2,Dianthus sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Echium vulgare,ZDensityHymenopteraTOTAL,
o,4,1576.2,Epilobium sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
o,4,1576.2,Gentiana sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Gentiana verna,ZDensityHymenopteraTOTAL,
o,4,1576.2,Geranium pusillum,ZDensityHymenopteraTOTAL,
o,4,1576.2,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
o,4,1576.2,Geranium sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Globularia cardiflora,ZDensityHymenopteraTOTAL,
o,4,1576.2,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Lamium album,ZDensityHymenopteraTOTAL,
o,4,1576.2,Lathyrus sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
o,4,1576.2,Lotus maritimus,ZDensityHymenopteraTOTAL,
o,4,1576.2,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
o,4,1576.2,Malva neglecta,ZDensityHymenopteraTOTAL,
o,4,1576.2,Medicago minima,ZDensityHymenopteraTOTAL,
o,4,1576.2,Mycelis muralis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Myosotes sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Neottia ovata,ZDensityHymenopteraTOTAL,
o,4,1576.2,Odontites luteus,ZDensityHymenopteraTOTAL,
o,4,1576.2,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
o,4,1576.2,Ononis spinosa,ZDensityHymenopteraTOTAL,
o,4,1576.2,Ophrus apifera,ZDensityHymenopteraTOTAL,
o,4,1576.2,Orchis ustulata,ZDensityHymenopteraTOTAL,
o,4,1576.2,Origanum vulgare,ZDensityHymenopteraTOTAL,
o,4,1576.2,Parnassia palustris,ZDensityHymenopteraTOTAL,
o,4,1576.2,Pastinaca sativa,ZDensityHymenopteraTOTAL,
o,4,1576.2,Peucedanum sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Pimpinella sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Planthera bifolia,ZDensityHymenopteraTOTAL,
o,4,1576.2,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
o,4,1576.2,Polygala comosa,ZDensityHymenopteraTOTAL,
o,4,1576.2,Polygala vulgaris,ZDensityHymenopteraTOTAL,
o,4,1576.2,Polygonum aviculare,ZDensityHymenopteraTOTAL,
o,4,1576.2,Primula veris,ZDensityHymenopteraTOTAL,
o,4,1576.2,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Reseda lutea,ZDensityHymenopteraTOTAL,
o,4,1576.2,Rhinanthus minor,ZDensityHymenopteraTOTAL,
o,4,1576.2,Rosa sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Rubus sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Rumex sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Salvia pratensis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Sambucus sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
o,4,1576.2,Sedum album,ZDensityHymenopteraTOTAL,
o,4,1576.2,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
o,4,1576.2,Senecio sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Silene dioica,ZDensityHymenopteraTOTAL,
o,4,1576.2,Silene nutans,ZDensityHymenopteraTOTAL,
o,4,1576.2,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
o,4,1576.2,Solanum dulgamara,ZDensityHymenopteraTOTAL,
o,4,1576.2,Solidago virgaurea,ZDensityHymenopteraTOTAL,
o,4,1576.2,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Stachys officinalis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Stachys recta,ZDensityHymenopteraTOTAL,
o,4,1576.2,Trifolium badium,ZDensityHymenopteraTOTAL,
o,4,1576.2,Trifolium campestre,ZDensityHymenopteraTOTAL,
o,4,1576.2,Urtica dioica,ZDensityHymenopteraTOTAL,
o,4,1576.2,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
o,4,1576.2,Valeriana,ZDensityHymenopteraTOTAL,
o,4,1576.2,Verbena officinalis,ZDensityHymenopteraTOTAL,
o,4,1576.2,Veronica sp#,ZDensityHymenopteraTOTAL,
o,4,1576.2,Veronica spicata,ZDensityHymenopteraTOTAL,
o,4,1576.2,Veronica teucrium,ZDensityHymenopteraTOTAL,
o,4,1576.2,Vicia cracca,ZDensityHymenopteraTOTAL,
o,4,1576.2,Vicia sepium,ZDensityHymenopteraTOTAL,
o,4,1576.2,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
u,1,1745.8,Aconitum anthora,ZDensityHymenopteraTOTAL,
u,1,1745.8,Aconitum napellus,ZDensityHymenopteraTOTAL,
u,1,1745.8,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
u,1,1745.8,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
u,1,1745.8,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
u,1,1745.8,Allium carinatum,ZDensityHymenopteraTOTAL,
u,1,1745.8,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
u,1,1745.8,Anthericum ramosum,ZDensityHymenopteraTOTAL,
u,1,1745.8,Arnica montana,ZDensityHymenopteraTOTAL,
u,1,1745.8,Asperula cynanchica,ZDensityHymenopteraTOTAL,
u,1,1745.8,Aster amellus,ZDensityHymenopteraTOTAL,
u,1,1745.8,Atroba belladonna,ZDensityHymenopteraTOTAL,
u,1,1745.8,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
u,1,1745.8,Campanula glomerata,ZDensityHymenopteraTOTAL,
u,1,1745.8,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
u,1,1745.8,Carduus nutans,ZDensityHymenopteraTOTAL,
u,1,1745.8,Carlina vulgaris,ZDensityHymenopteraTOTAL,
u,1,1745.8,Centaurium sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
u,1,1745.8,Chenopodium sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Cichorium intybus,ZDensityHymenopteraTOTAL,
u,1,1745.8,Cirsium arvense,ZDensityHymenopteraTOTAL,
u,1,1745.8,Clinopodium vulgare,ZDensityHymenopteraTOTAL,
u,1,1745.8,Coeglossum viride,ZDensityHymenopteraTOTAL,
u,1,1745.8,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
u,1,1745.8,Conyza sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Crepis sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Crepis sp# 2,ZDensityHymenopteraTOTAL,
u,1,1745.8,Crepis/Hieracium,ZDensityHymenopteraTOTAL,
u,1,1745.8,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
u,1,1745.8,Daucus carota,ZDensityHymenopteraTOTAL,
u,1,1745.8,Dianthus sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Echium vulgare,ZDensityHymenopteraTOTAL,
u,1,1745.8,Epilobium sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Gentiana verna,ZDensityHymenopteraTOTAL,
u,1,1745.8,Geranium pusillum,ZDensityHymenopteraTOTAL,
u,1,1745.8,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
u,1,1745.8,Geranium sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Globularia cardiflora,ZDensityHymenopteraTOTAL,
u,1,1745.8,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
u,1,1745.8,Lotus maritimus,ZDensityHymenopteraTOTAL,
u,1,1745.8,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
u,1,1745.8,Malva neglecta,ZDensityHymenopteraTOTAL,
u,1,1745.8,Medicago minima,ZDensityHymenopteraTOTAL,
u,1,1745.8,Medicago sativa,ZDensityHymenopteraTOTAL,
u,1,1745.8,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
u,1,1745.8,Mycelis muralis,ZDensityHymenopteraTOTAL,
u,1,1745.8,Neottia ovata,ZDensityHymenopteraTOTAL,
u,1,1745.8,Odontites luteus,ZDensityHymenopteraTOTAL,
u,1,1745.8,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
u,1,1745.8,Ononis spinosa,ZDensityHymenopteraTOTAL,
u,1,1745.8,Ophrus apifera,ZDensityHymenopteraTOTAL,
u,1,1745.8,Ophrus insectifera,ZDensityHymenopteraTOTAL,
u,1,1745.8,Orchis mascula,ZDensityHymenopteraTOTAL,
u,1,1745.8,Orchis ustulata,ZDensityHymenopteraTOTAL,
u,1,1745.8,Origanum vulgare,ZDensityHymenopteraTOTAL,
u,1,1745.8,Parnassia palustris,ZDensityHymenopteraTOTAL,
u,1,1745.8,Pastinaca sativa,ZDensityHymenopteraTOTAL,
u,1,1745.8,Peucedanum sp#,ZDensityHymenopteraTOTAL,
u,1,1745.8,Planthera bifolia,ZDensityHymenopteraTOTAL,
u,1,1745.8,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
u,1,1745.8,Polygala alpestris,ZDensityHymenopteraTOTAL,
