Meadow,Site,Elevation,Species1,Species2,Schoener
i,7,648.5,Planthera bifolia,ZDensityHymenopteraTOTAL,
i,7,648.5,Polygala alpestris,ZDensityHymenopteraTOTAL,
i,7,648.5,Polygala vulgaris,ZDensityHymenopteraTOTAL,
i,7,648.5,Potentilla erecta,ZDensityHymenopteraTOTAL,
i,7,648.5,Primula veris,ZDensityHymenopteraTOTAL,
i,7,648.5,Reseda lutea,ZDensityHymenopteraTOTAL,
i,7,648.5,Rhinanthus minor,ZDensityHymenopteraTOTAL,
i,7,648.5,Rosa sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Rubus sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Rumex sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Sambucus sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
i,7,648.5,Sedum album,ZDensityHymenopteraTOTAL,
i,7,648.5,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
i,7,648.5,Senecio sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Silene dioica,ZDensityHymenopteraTOTAL,
i,7,648.5,Silene nutans,ZDensityHymenopteraTOTAL,
i,7,648.5,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
i,7,648.5,Solidago virgaurea,ZDensityHymenopteraTOTAL,
i,7,648.5,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
i,7,648.5,Stachys officinalis,ZDensityHymenopteraTOTAL,
i,7,648.5,Taraxacum sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
i,7,648.5,Trifolium badium,ZDensityHymenopteraTOTAL,
i,7,648.5,Trifolium campestre,ZDensityHymenopteraTOTAL,
i,7,648.5,Trolleis europaeus,ZDensityHymenopteraTOTAL,
i,7,648.5,Urtica dioica,ZDensityHymenopteraTOTAL,
i,7,648.5,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
i,7,648.5,Valeriana,ZDensityHymenopteraTOTAL,
i,7,648.5,Verbena officinalis,ZDensityHymenopteraTOTAL,
i,7,648.5,Veronica chamaedris,ZDensityHymenopteraTOTAL,
i,7,648.5,Veronica officinalis,ZDensityHymenopteraTOTAL,
i,7,648.5,Veronica sp#,ZDensityHymenopteraTOTAL,
i,7,648.5,Veronica teucrium,ZDensityHymenopteraTOTAL,
i,7,648.5,Vicia sepium,ZDensityHymenopteraTOTAL,
n,1,1390.3,Aconitum anthora,ZDensityHymenopteraTOTAL,
n,1,1390.3,Aconitum napellus,ZDensityHymenopteraTOTAL,
n,1,1390.3,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
n,1,1390.3,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
n,1,1390.3,Allium carinatum,ZDensityHymenopteraTOTAL,
n,1,1390.3,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
n,1,1390.3,Anthericum ramosum,ZDensityHymenopteraTOTAL,
n,1,1390.3,Arnica montana,ZDensityHymenopteraTOTAL,
n,1,1390.3,Asperula cynanchica,ZDensityHymenopteraTOTAL,
n,1,1390.3,Aster amellus,ZDensityHymenopteraTOTAL,
n,1,1390.3,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
n,1,1390.3,Atroba belladonna,ZDensityHymenopteraTOTAL,
n,1,1390.3,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
n,1,1390.3,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
n,1,1390.3,Carduus nutans,ZDensityHymenopteraTOTAL,
n,1,1390.3,Carlina vulgaris,ZDensityHymenopteraTOTAL,
n,1,1390.3,Centaurium sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Chenopodium sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Cichorium intybus,ZDensityHymenopteraTOTAL,
n,1,1390.3,Coeglossum viride,ZDensityHymenopteraTOTAL,
n,1,1390.3,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Conyza sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Crepis sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
n,1,1390.3,Dianthus sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Epilobium sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Gentiana sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Gentiana verna,ZDensityHymenopteraTOTAL,
n,1,1390.3,Geranium pusillum,ZDensityHymenopteraTOTAL,
n,1,1390.3,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
n,1,1390.3,Geranium sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Globularia cardiflora,ZDensityHymenopteraTOTAL,
n,1,1390.3,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
n,1,1390.3,Lamium album,ZDensityHymenopteraTOTAL,
n,1,1390.3,Lathyrus sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
n,1,1390.3,Lotus maritimus,ZDensityHymenopteraTOTAL,
n,1,1390.3,Malva neglecta,ZDensityHymenopteraTOTAL,
n,1,1390.3,Medicago minima,ZDensityHymenopteraTOTAL,
n,1,1390.3,Medicago sativa,ZDensityHymenopteraTOTAL,
n,1,1390.3,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
n,1,1390.3,Mycelis muralis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Myosotes sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Odontites luteus,ZDensityHymenopteraTOTAL,
n,1,1390.3,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
n,1,1390.3,Ophrus apifera,ZDensityHymenopteraTOTAL,
n,1,1390.3,Ophrus insectifera,ZDensityHymenopteraTOTAL,
n,1,1390.3,Orchis mascula,ZDensityHymenopteraTOTAL,
n,1,1390.3,Origanum vulgare,ZDensityHymenopteraTOTAL,
n,1,1390.3,Parnassia palustris,ZDensityHymenopteraTOTAL,
n,1,1390.3,Pastinaca sativa,ZDensityHymenopteraTOTAL,
n,1,1390.3,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
n,1,1390.3,Pimpinella sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Plantago major,ZDensityHymenopteraTOTAL,
n,1,1390.3,Planthera bifolia,ZDensityHymenopteraTOTAL,
n,1,1390.3,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
n,1,1390.3,Polygala comosa,ZDensityHymenopteraTOTAL,
n,1,1390.3,Polygala vulgaris,ZDensityHymenopteraTOTAL,
n,1,1390.3,Polygonum aviculare,ZDensityHymenopteraTOTAL,
n,1,1390.3,Primula veris,ZDensityHymenopteraTOTAL,
n,1,1390.3,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Reseda lutea,ZDensityHymenopteraTOTAL,
n,1,1390.3,Rhinanthus minor,ZDensityHymenopteraTOTAL,
n,1,1390.3,Rosa sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Rumex sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Salvia pratensis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Sambucus sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Sanguisorba minor,ZDensityHymenopteraTOTAL,
n,1,1390.3,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
n,1,1390.3,Sedum album,ZDensityHymenopteraTOTAL,
n,1,1390.3,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
n,1,1390.3,Senecio sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Silene dioica,ZDensityHymenopteraTOTAL,
n,1,1390.3,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
n,1,1390.3,Solanum dulgamara,ZDensityHymenopteraTOTAL,
n,1,1390.3,Solidago virgaurea,ZDensityHymenopteraTOTAL,
n,1,1390.3,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Stachys officinalis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Stachys recta,ZDensityHymenopteraTOTAL,
n,1,1390.3,Taraxacum sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Thesium sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Trifolium badium,ZDensityHymenopteraTOTAL,
n,1,1390.3,Trifolium campestre,ZDensityHymenopteraTOTAL,
n,1,1390.3,Trolleis europaeus,ZDensityHymenopteraTOTAL,
n,1,1390.3,Urtica dioica,ZDensityHymenopteraTOTAL,
n,1,1390.3,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
n,1,1390.3,Valeriana,ZDensityHymenopteraTOTAL,
n,1,1390.3,Verbena officinalis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Veronica officinalis,ZDensityHymenopteraTOTAL,
n,1,1390.3,Veronica sp#,ZDensityHymenopteraTOTAL,
n,1,1390.3,Veronica spicata,ZDensityHymenopteraTOTAL,
n,1,1390.3,Vicia sepium,ZDensityHymenopteraTOTAL,
n,1,1390.3,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
n,1,1390.3,Viola sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Aconitum anthora,ZDensityHymenopteraTOTAL,
n,2,1405.5,Aconitum napellus,ZDensityHymenopteraTOTAL,
n,2,1405.5,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
n,2,1405.5,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Allium carinatum,ZDensityHymenopteraTOTAL,
n,2,1405.5,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
n,2,1405.5,Anthericum ramosum,ZDensityHymenopteraTOTAL,
n,2,1405.5,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,
n,2,1405.5,Arnica montana,ZDensityHymenopteraTOTAL,
n,2,1405.5,Aster amellus,ZDensityHymenopteraTOTAL,
n,2,1405.5,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
n,2,1405.5,Atroba belladonna,ZDensityHymenopteraTOTAL,
n,2,1405.5,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
n,2,1405.5,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
n,2,1405.5,Carduus nutans,ZDensityHymenopteraTOTAL,
n,2,1405.5,Carlina vulgaris,ZDensityHymenopteraTOTAL,
n,2,1405.5,Centaurium sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
n,2,1405.5,Chenopodium sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Cichorium intybus,ZDensityHymenopteraTOTAL,
n,2,1405.5,Coeglossum viride,ZDensityHymenopteraTOTAL,
n,2,1405.5,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Conyza sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Crepis sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Crepis sp# 2,ZDensityHymenopteraTOTAL,
n,2,1405.5,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
n,2,1405.5,Dianthus sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Epilobium sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Galium sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Gentiana sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Gentiana verna,ZDensityHymenopteraTOTAL,
n,2,1405.5,Geranium pusillum,ZDensityHymenopteraTOTAL,
n,2,1405.5,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
n,2,1405.5,Geranium sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Globularia cardiflora,ZDensityHymenopteraTOTAL,
n,2,1405.5,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
n,2,1405.5,Lamium album,ZDensityHymenopteraTOTAL,
n,2,1405.5,Lathyrus sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
n,2,1405.5,Lotus maritimus,ZDensityHymenopteraTOTAL,
n,2,1405.5,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
n,2,1405.5,Malva neglecta,ZDensityHymenopteraTOTAL,
n,2,1405.5,Medicago minima,ZDensityHymenopteraTOTAL,
n,2,1405.5,Medicago sativa,ZDensityHymenopteraTOTAL,
n,2,1405.5,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
n,2,1405.5,Mycelis muralis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Odontites luteus,ZDensityHymenopteraTOTAL,
n,2,1405.5,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
n,2,1405.5,Ononis spinosa,ZDensityHymenopteraTOTAL,
n,2,1405.5,Ophrus apifera,ZDensityHymenopteraTOTAL,
n,2,1405.5,Ophrus insectifera,ZDensityHymenopteraTOTAL,
n,2,1405.5,Orchis mascula,ZDensityHymenopteraTOTAL,
n,2,1405.5,Orchis ustulata,ZDensityHymenopteraTOTAL,
n,2,1405.5,Origanum vulgare,ZDensityHymenopteraTOTAL,
n,2,1405.5,Parnassia palustris,ZDensityHymenopteraTOTAL,
n,2,1405.5,Pastinaca sativa,ZDensityHymenopteraTOTAL,
n,2,1405.5,Pimpinella sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Plantago major,ZDensityHymenopteraTOTAL,
n,2,1405.5,Planthera bifolia,ZDensityHymenopteraTOTAL,
n,2,1405.5,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
n,2,1405.5,Polygala comosa,ZDensityHymenopteraTOTAL,
n,2,1405.5,Polygala vulgaris,ZDensityHymenopteraTOTAL,
n,2,1405.5,Primula veris,ZDensityHymenopteraTOTAL,
n,2,1405.5,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Rhinanthus minor,ZDensityHymenopteraTOTAL,
n,2,1405.5,Rosa sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Rubus sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Rumex sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Sambucus sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Sanguisorba minor,ZDensityHymenopteraTOTAL,
n,2,1405.5,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
n,2,1405.5,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
n,2,1405.5,Senecio sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
n,2,1405.5,Solanum dulgamara,ZDensityHymenopteraTOTAL,
n,2,1405.5,Solidago virgaurea,ZDensityHymenopteraTOTAL,
n,2,1405.5,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Stachys officinalis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Stachys recta,ZDensityHymenopteraTOTAL,
n,2,1405.5,Teurium montanum,ZDensityHymenopteraTOTAL,
n,2,1405.5,Thesium sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Trifolium badium,ZDensityHymenopteraTOTAL,
n,2,1405.5,Trifolium campestre,ZDensityHymenopteraTOTAL,
n,2,1405.5,Trolleis europaeus,ZDensityHymenopteraTOTAL,
n,2,1405.5,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
n,2,1405.5,Valeriana,ZDensityHymenopteraTOTAL,
n,2,1405.5,Verbena officinalis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Veronica officinalis,ZDensityHymenopteraTOTAL,
n,2,1405.5,Veronica sp#,ZDensityHymenopteraTOTAL,
n,2,1405.5,Veronica spicata,ZDensityHymenopteraTOTAL,
n,2,1405.5,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
n,2,1405.5,Viola sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Aconitum anthora,ZDensityHymenopteraTOTAL,
n,3,1407.7,Aconitum napellus,ZDensityHymenopteraTOTAL,
n,3,1407.7,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
n,3,1407.7,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
n,3,1407.7,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
n,3,1407.7,Anthericum ramosum,ZDensityHymenopteraTOTAL,
n,3,1407.7,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,
n,3,1407.7,Arnica montana,ZDensityHymenopteraTOTAL,
n,3,1407.7,Aster amellus,ZDensityHymenopteraTOTAL,
n,3,1407.7,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
n,3,1407.7,Atroba belladonna,ZDensityHymenopteraTOTAL,
n,3,1407.7,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
n,3,1407.7,Campanula glomerata,ZDensityHymenopteraTOTAL,
n,3,1407.7,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
n,3,1407.7,Carduus nutans,ZDensityHymenopteraTOTAL,
n,3,1407.7,Carlina acaulis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Carlina vulgaris,ZDensityHymenopteraTOTAL,
n,3,1407.7,Centaurium sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
n,3,1407.7,Chenopodium sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Cichorium intybus,ZDensityHymenopteraTOTAL,
n,3,1407.7,Coeglossum viride,ZDensityHymenopteraTOTAL,
n,3,1407.7,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Conyza sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Crepis sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Crepis sp# 2,ZDensityHymenopteraTOTAL,
n,3,1407.7,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
n,3,1407.7,Daucus carota,ZDensityHymenopteraTOTAL,
n,3,1407.7,Dianthus sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Epilobium sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
n,3,1407.7,Gentiana verna,ZDensityHymenopteraTOTAL,
n,3,1407.7,Geranium pusillum,ZDensityHymenopteraTOTAL,
n,3,1407.7,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
n,3,1407.7,Geranium sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Globularia cardiflora,ZDensityHymenopteraTOTAL,
n,3,1407.7,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
n,3,1407.7,Lamium album,ZDensityHymenopteraTOTAL,
n,3,1407.7,Lathyrus pratensis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Lathyrus sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
n,3,1407.7,Lotus maritimus,ZDensityHymenopteraTOTAL,
n,3,1407.7,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
n,3,1407.7,Malva neglecta,ZDensityHymenopteraTOTAL,
n,3,1407.7,Medicago minima,ZDensityHymenopteraTOTAL,
n,3,1407.7,Medicago sativa,ZDensityHymenopteraTOTAL,
n,3,1407.7,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
n,3,1407.7,Mycelis muralis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Neottia ovata,ZDensityHymenopteraTOTAL,
n,3,1407.7,Odontites luteus,ZDensityHymenopteraTOTAL,
n,3,1407.7,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
n,3,1407.7,Ophrus apifera,ZDensityHymenopteraTOTAL,
n,3,1407.7,Ophrus insectifera,ZDensityHymenopteraTOTAL,
n,3,1407.7,Orchis mascula,ZDensityHymenopteraTOTAL,
n,3,1407.7,Orchis ustulata,ZDensityHymenopteraTOTAL,
n,3,1407.7,Origanum vulgare,ZDensityHymenopteraTOTAL,
n,3,1407.7,Parnassia palustris,ZDensityHymenopteraTOTAL,
n,3,1407.7,Pastinaca sativa,ZDensityHymenopteraTOTAL,
n,3,1407.7,Peucedanum sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Plantago major,ZDensityHymenopteraTOTAL,
n,3,1407.7,Planthera bifolia,ZDensityHymenopteraTOTAL,
n,3,1407.7,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
n,3,1407.7,Polygala comosa,ZDensityHymenopteraTOTAL,
n,3,1407.7,Polygala vulgaris,ZDensityHymenopteraTOTAL,
n,3,1407.7,Polygonum aviculare,ZDensityHymenopteraTOTAL,
n,3,1407.7,Primula veris,ZDensityHymenopteraTOTAL,
n,3,1407.7,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Reseda lutea,ZDensityHymenopteraTOTAL,
n,3,1407.7,Rhinanthus minor,ZDensityHymenopteraTOTAL,
n,3,1407.7,Rosa sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Rubus sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Sambucus sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Sanguisorba minor,ZDensityHymenopteraTOTAL,
n,3,1407.7,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
n,3,1407.7,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
n,3,1407.7,Senecio sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Silene dioica,ZDensityHymenopteraTOTAL,
n,3,1407.7,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
n,3,1407.7,Solanum dulgamara,ZDensityHymenopteraTOTAL,
n,3,1407.7,Solidago virgaurea,ZDensityHymenopteraTOTAL,
n,3,1407.7,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Stachys officinalis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Stachys recta,ZDensityHymenopteraTOTAL,
n,3,1407.7,Teurium montanum,ZDensityHymenopteraTOTAL,
n,3,1407.7,Thesium sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Trifolium badium,ZDensityHymenopteraTOTAL,
n,3,1407.7,Trifolium campestre,ZDensityHymenopteraTOTAL,
n,3,1407.7,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
n,3,1407.7,Valeriana,ZDensityHymenopteraTOTAL,
n,3,1407.7,Verbena officinalis,ZDensityHymenopteraTOTAL,
n,3,1407.7,Veronica sp#,ZDensityHymenopteraTOTAL,
n,3,1407.7,Veronica spicata,ZDensityHymenopteraTOTAL,
n,3,1407.7,Vicia cracca,ZDensityHymenopteraTOTAL,
n,3,1407.7,Vicia sepium,ZDensityHymenopteraTOTAL,
n,3,1407.7,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
n,3,1407.7,Viola sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Aconitum anthora,ZDensityHymenopteraTOTAL,
n,4,1420,Aconitum napellus,ZDensityHymenopteraTOTAL,
n,4,1420,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,
n,4,1420,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
n,4,1420,Allium carinatum,ZDensityHymenopteraTOTAL,
n,4,1420,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
n,4,1420,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
n,4,1420,Anthericum ramosum,ZDensityHymenopteraTOTAL,
n,4,1420,Apiaceae sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Arnica montana,ZDensityHymenopteraTOTAL,
n,4,1420,Aster amellus,ZDensityHymenopteraTOTAL,
n,4,1420,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
n,4,1420,Bistorta vivipara,ZDensityHymenopteraTOTAL,
n,4,1420,Campanula glomerata,ZDensityHymenopteraTOTAL,
n,4,1420,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
n,4,1420,Carduus nutans,ZDensityHymenopteraTOTAL,
n,4,1420,Carlina vulgaris,ZDensityHymenopteraTOTAL,
n,4,1420,Centaurium sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
n,4,1420,Chenopodium sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Cichorium intybus,ZDensityHymenopteraTOTAL,
n,4,1420,Cirsium arvense,ZDensityHymenopteraTOTAL,
n,4,1420,Coeglossum viride,ZDensityHymenopteraTOTAL,
n,4,1420,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
n,4,1420,Conyza sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Crepis sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Crepis sp# 2,ZDensityHymenopteraTOTAL,
n,4,1420,Crepis/Hieracium,ZDensityHymenopteraTOTAL,
n,4,1420,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
n,4,1420,Dianthus sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
n,4,1420,Fragaria sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Galium sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Gentiana verna,ZDensityHymenopteraTOTAL,
n,4,1420,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
n,4,1420,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
n,4,1420,Globularia cardiflora,ZDensityHymenopteraTOTAL,
n,4,1420,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
n,4,1420,Lathyrus sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
n,4,1420,Lotus maritimus,ZDensityHymenopteraTOTAL,
n,4,1420,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
n,4,1420,Malva neglecta,ZDensityHymenopteraTOTAL,
n,4,1420,Medicago minima,ZDensityHymenopteraTOTAL,
n,4,1420,Medicago sativa,ZDensityHymenopteraTOTAL,
n,4,1420,Neottia ovata,ZDensityHymenopteraTOTAL,
n,4,1420,Odontites luteus,ZDensityHymenopteraTOTAL,
n,4,1420,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
n,4,1420,Ophrus apifera,ZDensityHymenopteraTOTAL,
n,4,1420,Ophrus insectifera,ZDensityHymenopteraTOTAL,
n,4,1420,Orchis mascula,ZDensityHymenopteraTOTAL,
n,4,1420,Origanum vulgare,ZDensityHymenopteraTOTAL,
n,4,1420,Parnassia palustris,ZDensityHymenopteraTOTAL,
n,4,1420,Pastinaca sativa,ZDensityHymenopteraTOTAL,
n,4,1420,Peucedanum sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Pimpinella sp#,ZDensityHymenopteraTOTAL,
n,4,1420,Plantago major,ZDensityHymenopteraTOTAL,
n,4,1420,Planthera bifolia,ZDensityHymenopteraTOTAL,
n,4,1420,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
n,4,1420,Polygala comosa,ZDensityHymenopteraTOTAL,
n,4,1420,Polygala vulgaris,ZDensityHymenopteraTOTAL,
